,Name,Middle Name,Department,Phone,Phone mobile,Account number,Address,Address 1: Address Type,Address 1: City,Address 1: Fax,Address 1: Name,Address 1: Phone,Address 1: Post Office Box,Address 1: Street 1,Address 1: Street 2,Address 1: Street 3,Address 1: Telephone 2,Address 1: Telephone 3,Address 1: UPS Zone,Address 1: UTC Offset,Address 1: ZIP/Postal Code,Address 2,Address 2: Address Type,Address 2: City,Address 2: Country/Region,Address 2: County,Address 2: Fax,Address 2: Name,Address 2: State/Province,Address 2: Street 1,Address 2: Street 2,Address 2: Street 3,Address 2: Telephone 1,Address 2: Telephone 2,Address 2: Telephone 3,Address 2: ZIP/Postal Code,Address 3: Telephone3,Address 3: UPS Zone,Assistant,Assistant Phone,Back Office Customer,Bank account,Bank information,Business Phone 2,Callback Number,card number,chekad account type,chekad account type1,Company Name,Company Phone,Description,Email,Fax,First Name,Hold Sync,Home Phone,Home Phone 2,Last Name,Ledger,Manager,Manager Phone,Marital Status,Marketing Only,Note,Note2,Note3,Note4,Note5,Note6,phon2,phone1,Role,ROO,sex,sheba number,Telephone 3
,محمد عباس زاه کارگر,,,04433684229,09120806282,,"آدرس 1 : آذربایجان غربی ،ارومیه، بلوار آزادگان، پلاک 143
5719647596",,,,,,,"آدرس 1 : آذربایجان غربی ،ارومیه، بلوار آزادگان، پلاک 143",,,,,,,5719647596,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد عباس زاه کارگر,09120806282,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,0,0,,,محمد عباس زاه کارگر,09120806282,,No,,,,,,,,,,,آقا,,0
,محمد علی داعی زاده,,,0,09121131736,,"تهران-آدرس 1 ( پستی ) : تهران، شور آباد، ابتدای جاده واوان، انبار و باسکول سازی، داعی زاده
تهران, تهران 1817145771",,تهران,,,,," تهران-آدرس 1 ( پستی ) : تهران، شور آباد، ابتدای جاده واوان، انبار و باسکول سازی، داعی زاده",,,,,,,1817145771,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمد علی داعی زاده,09121131736,No,,,,,,Business audience,Non-commercial audience,,,,,056546013,,No,056544336,0,,, محمد علی داعی زاده,09121131736,,No,,,,,,,,,,,آقا,,0
,محمد علی سیادت,,,02177807157,09126473589,,"رسالت، شهدای هفتم آذر، انتهای تختی غربی، دست راست، بلوک 13، واحد 8",,,,,,,"رسالت، شهدای هفتم آذر، انتهای تختی غربی، دست راست، بلوک 13، واحد 8",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد علی سیادت,09126473589,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد علی,No,0,0,,,محمد علی سیادت,09126473589,,No,,,,,,,,,,,آقا,,0
,محمد علی صابری,,,0,09122078334,,"آدرس 2 : تهران، انتهای اشرفی اصفهانی ، سیمون بلیوار، انتهای بلوار مراد آباد، آخرین منزل سمت راست  [ ]  آدرس 1 (پستی) : تهران، ضلع جنوب غربی میدان پونک،ساختمان بانک انصار، طبقه4 واحد 12
1476776579",,,,,,,"آدرس 2 : تهران، انتهای اشرفی اصفهانی ، سیمون بلیوار، انتهای بلوار مراد آباد، آخرین منزل سمت راست  [ ]  آدرس 1 (پستی) : تهران، ضلع جنوب غربی میدان پونک،ساختمان بانک انصار، طبقه4 واحد 12",,,,,,,1476776579,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد علی صابری,09122078334,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد علی,No,0,0,,,محمد علی صابری,09122078334,,No,,,,,,,,,,,آقا,,0
,محمد علی مقدم,,,0,09127072152,,"آدرس 1 (پستی) : زنجان، شهرک صنعتی نو آوران، خیابان شکوفائی 4 ، پلاک 226
4535165419",,,,,,,"آدرس 1 (پستی) : زنجان، شهرک صنعتی نو آوران، خیابان شکوفائی 4 ، پلاک 226",,,,,,,4535165419,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد علی مقدم,09127072152,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد علی,No,0,0,,,محمد علی مقدم,09127072152,,No,,,,,,,,,,,آقا,,0
,محمد فاضلی,,,05512247878,,,"آدرس 1(پستی) : خراسان رضوی ، نیشابور ، مدرس 23، بغل مسجد سجاد، پلاک 285  [ ]  آدرس 2 :  تهران، باربری پیشتاز بندر :خیابان شهید رجایی شمالی، مقابل گمرک جنوب، خیابان غفاری، پلاک 12 -تلفن: 55055072",,,,,,,"آدرس 1(پستی) : خراسان رضوی ، نیشابور ، مدرس 23، بغل مسجد سجاد، پلاک 285  [ ]  آدرس 2 :  تهران، باربری پیشتاز بندر :خیابان شهید رجایی شمالی، مقابل گمرک جنوب، خیابان غفاری، پلاک 12 -تلفن: 55055072",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد فاضلی,,No,,,,,,Business audience,Non-commercial audience,,,,,055012219083,محمد,No,088620369,0,,,محمد فاضلی,,,No,,,,,,,,,,,آقا,,09355078722
,محمد مظلومیان,,,0,,,"آدرس 1(پستی) : البرز، کرج، محمد شهر، زیبادشت، روبروی درب مرکزی، شهرک زیبا دشت، خیابان بهاران، پلاک 14
3178813111",,,,,,,"آدرس 1(پستی) : البرز، کرج، محمد شهر، زیبادشت، روبروی درب مرکزی، شهرک زیبا دشت، خیابان بهاران، پلاک 14",,,,,,,3178813111,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد مظلومیان,,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,0,0,,,محمد مظلومیان,,,No,,,,,,,,,,,آقا,,0
,محمد مهدی راد پویا,,,0,,,"آدرس 1 (پستی) : اصفهان، خیابان مدرس، خیابان مولوی، کوچه 21، بن بست ایمان، پلاک 23
8149843676",,,,,,,"آدرس 1 (پستی) : اصفهان، خیابان مدرس، خیابان مولوی، کوچه 21، بن بست ایمان، پلاک 23",,,,,,,8149843676,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد مهدی راد پویا,,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد مهدی,No,0,0,,,محمد مهدی راد پویا,,,No,,,,,,,,,,,آقا,,0
,محمد مهدی ریاستی,,,0,09173103691,,"آدرس 1: فارس ، شیراز ،بلوار صنایع ، خیابان آدینه، ساختمان ابریشم، واحد 419  [ ]  آدرس 2 : شیراز، شهرک صنعتی شیراز ، فلکه ی اول، بلوار نوبنیاد، خیابان 2500، پلاک 3
7196551419",,,,,,,"آدرس 1: فارس ، شیراز ،بلوار صنایع ، خیابان آدینه، ساختمان ابریشم، واحد 419  [ ]  آدرس 2 : شیراز، شهرک صنعتی شیراز ، فلکه ی اول، بلوار نوبنیاد، خیابان 2500، پلاک 3",,,,,,,7196551419,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد مهدی ریاستی,09173103691,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد مهدی,No,0,0,,,محمد مهدی ریاستی,09173103691,,No,,,,,,,,,,,آقا,,0
,محمد میرزایی,,,0,"09100113086, 09126583086",,"تهران-آدرس 1 : تهران، کیانشهر، خیابان فتحی، پلاک 62 ، طبقه سوم
تهران, تهران 1687743561",,تهران,,,,," تهران-آدرس 1 : تهران، کیانشهر، خیابان فتحی، پلاک 62 ، طبقه سوم",,,,,,,1687743561,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمد میرزایی,"09100113086, 09126583086",No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,0,0,,,محمد میرزایی,"09100113086, 09126583086",,No,,,,,,,,,,,آقا,,0
,محمد نادی حق خیابانی,,,0,09377689775,,"آدرس 1 (پستی) : تهران، خیابان آذربایجان، نبش قصر الدشت، پلاک 942، فروشگاه یکتا
1344795144",,,,,,,"آدرس 1 (پستی) : تهران، خیابان آذربایجان، نبش قصر الدشت، پلاک 942، فروشگاه یکتا",,,,,,,1344795144,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد نادی حق خیابانی,09377689775,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,0,0,,,محمد نادی حق خیابانی,09377689775,,No,,,,,,,,,,,آقا,,0
,محمد نوابی,,,0,09139260232,,"آدرس 1 : اصفهان، خیابان جی، خوراسگان، پست خوراسگان",,,,,,,"آدرس 1 : اصفهان، خیابان جی، خوراسگان، پست خوراسگان",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد نوابی,09139260232,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,0,0,,,محمد نوابی,09139260232,,No,,,,,,,,,,,آقا,,0
,محمد هادی کردی بروجنی,,,0,09132836242,,"آدرس 1(پستی) : هرمزگان، کیش، بلوار ایران، روبروی آب و برق کیش، پروژه هابلند کیش
7941773190",,,,,,,"آدرس 1(پستی) : هرمزگان، کیش، بلوار ایران، روبروی آب و برق کیش، پروژه هابلند کیش",,,,,,,7941773190,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد هادی کردی بروجنی,09132836242,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد هادی,No,0,0,,,محمد هادی کردی بروجنی,09132836242,,No,,,,,,,,,,,آقا,,0
,محمد همتی,,,0,09122073420,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد همتی,09122073420,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محمد همتی,09122073420,,No,,,,,,,,,,,آقا,,0
,محمد کیانی,,,02177868182,"09122901539, 09191193046",,"تهران-آدرس1(پستی) :تهران،  تهرانپارس، خیابان 198 شرقی (شهید توکل)، بین خیابان خیری و بلوار پروین، پلاک 3
تهران, تهران 1655788661",,تهران,,,,," تهران-آدرس1(پستی) :تهران،  تهرانپارس، خیابان 198 شرقی (شهید توکل)، بین خیابان خیری و بلوار پروین، پلاک 3",,,,,,,1655788661,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمد کیانی,"09122901539, 09191193046",No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,077722003,0,,,محمد کیانی,"09122901539, 09191193046",,No,,,,,,,,,,,آقا,,0
,محمدپور,,,02188279046,09329112213,,"تهران-شهرآرا، خیابان آرش مهر، پایین تراز پارک شهرآرا، نبش خیابان کابلی، باشگاه بدن سازی هخامنش
تهران, تهران",,تهران,,,,," تهران-شهرآرا، خیابان آرش مهر، پایین تراز پارک شهرآرا، نبش خیابان کابلی، باشگاه بدن سازی هخامنش",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمدپور,09329112213,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محمدپور,09329112213,,No,,,,,,,,,,,آقا,,0
,محمدزاده-امیری,,,0,09123133582,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمدزاده-امیری ,09123133582,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محمدزاده-امیری ,09123133582,,No,,,,,,,,,,,آقا,,0
,محمدنژاد,,اسپیران شیمی,04136376107,09144057922,,"آذربایجان شرقی-تبریز-
تبریز, آذربایجان شرقی",,تبریز,,,,, آذربایجان شرقی-تبریز-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,04136303906,0,اسپیران شیمی,, محمدنژاد,,,No,,,,,,,,,,,آقا,,0
,محمدنژاد,,,02636301738,09125623776,,"البرز-کرج-اتوبان تهران- کرج، محمد آباد، روبروی ترمینال شهیدکلانتری فرعی، بغل ترمینال پل زیرگذر، جاده جنوبی محمد آباد، سمت راست خیابان امیرکبیر، جنب سوله اول، 
کرج, البرز",,کرج,,,,," البرز-کرج-اتوبان تهران- کرج، محمد آباد، روبروی ترمینال شهیدکلانتری فرعی، بغل ترمینال پل زیرگذر، جاده جنوبی محمد آباد، سمت راست خیابان امیرکبیر، جنب سوله اول، ",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمدنژاد,09125623776,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محمدنژاد,09125623776,,No,,,,,,,,,,,آقا,,0
,محمدی,,صرافی سپهر صادرات ,02166341634,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02166341696,0,صرافی سپهر صادرات ,, محمدی,,,No,,,,,,,,,,,آقا,,02166341686
,محمدی,,,02177916108,"09121904067, 09122802511",,"تهران-مجتمع گلبرگ
تهران, تهران",,تهران,,,,, تهران-مجتمع گلبرگ,,,,,,,,,Default Value,,,,,,,,,,,,,,,,سرکار خانم محمدی,"09121904067, 09122802511",No,,,,,,Business audience,Non-commercial audience,,,کاکاوند 09361440420 آذری 09191031009 محرری نیا 09121340841 و 09301340841 فتحعلی 09190909826 - نایینی 09192114007,,021077912149,,No,02177902701,0,,, محمدی,"09121904067, 09122802511",,No,,,,,,,,,,,آقا,,0
,محمدی,,,0,09123845300,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمدی,09123845300,No,,,,,,Business audience,Non-commercial audience,,,واحد 52,,0,,No,0,0,,, محمدی,09123845300,,No,,,,,,,,,,,آقا,,0
,محمدی,,پیام گستر,0,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,سرکار خانم جهانگیری,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,پیام گستر,, محمدی,,,No,,,,,,,,,,,آقا,,0
,محمدی,,تولیدی نوید فجر-یوسف محمدی,0,09121760500,,"آدرس 1(پستی) : البرز، هشتگرد، جاده قدیم قزوین-کرج، بعد از پلیس راه چهار باغ، ابتدای خیابان صاحب الزمان، دست راست، روبروی پارکینگ نوید  [ ]   تهران-اتوبان باقری، خیابان فرجام، خیابان شهید گلشنی به سمت بالا، خیابان 192 غربی، بین عادل وزرین ، پلاک 192
تهران, تهران 3199997172",,تهران,,,,,"آدرس 1(پستی) : البرز، هشتگرد، جاده قدیم قزوین-کرج، بعد از پلیس راه چهار باغ، ابتدای خیابان صاحب الزمان، دست راست، روبروی پارکینگ نوید  [ ]   تهران-اتوبان باقری، خیابان فرجام، خیابان شهید گلشنی به سمت بالا، خیابان 192 غربی، بین عادل وزرین ، پلاک 192",,,,,,,3199997172,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,تولیدی نوید فجر-یوسف محمدی,, محمدی,,,No,,,,,,,,,,,آقا,,0
,محمدی,,کیمیا فایبر,02156391672,09128898207,,"تهران-آدرس 1 (پستی) : تهران، رباط کریم، بالاتر از میدان امام، روبروی آتش نشانی، جنب مجتمع تجاری عرفان، مواد اولیه فایبر گلاس
تهران, تهران 3761973933",,تهران,,,,," تهران-آدرس 1 (پستی) : تهران، رباط کریم، بالاتر از میدان امام، روبروی آتش نشانی، جنب مجتمع تجاری عرفان، مواد اولیه فایبر گلاس",,,,,,,3761973933,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,کیمیا فایبر,, محمدی,,,No,,,,,,,,,,,آقا,,0
,محمدی,,,0,09113423284,,"گیلان-رودسر-
رودسر, گیلان",,رودسر,,,,, گیلان-رودسر-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمدی ,09113423284,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محمدی ,09113423284,,No,,,,,,,,,,,آقا,,0
,محمدی,,,0,09351391337,,"کرمان-رفسنجان-
رفسنجان, کرمان",,رفسنجان,,,,, کرمان-رفسنجان-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمدی,09351391337,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محمدی,09351391337,,No,,,,,,,,,,,آقا,,0
,محمدی,,,0,09183668562,,"مرکزی-دلیجان-
دلیجان, مرکزی",,دلیجان,,,,, مرکزی-دلیجان-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمدی,09183668562,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محمدی,09183668562,,No,,,,,,,,,,,آقا,,0
,محمدی,,,08634443308,09183668562,,,,,,,,, ,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمدی,09183668562,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محمدی,09183668562,,No,,,,,,,,,,,آقا,,0
,محمدی,,,0,09113337256,,"گیلان-رودسر-
رودسر, گیلان",,رودسر,,,,, گیلان-رودسر-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمدی,09113337256,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محمدی,09113337256,,No,,,,,,,,,,,آقا,,0
,محمدی-ارومیه,,,0,09143437936,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمدی-ارومیه,09143437936,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محمدی-ارومیه,09143437936,,No,,,,,,,,,,,آقا,,0
,محمدی-افغانستان,,,0,09339014513,,"آدرس 1 : تهران، باقر شهر, خیابان خزایی , پلاک 340",,,,,,,"آدرس 1 : تهران، باقر شهر, خیابان خزایی , پلاک 340",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمدی-افغانستان,09339014513,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محمدی-افغانستان,09339014513,,No,,,,,,,,,,,آقا,,0
